start_sec;end_sec;mark;duration
2481,69354;2484,12706;...;2,4335199999995893
2486,17232;2486,45965;...;0,28732999999965614
2489,58442;2691,88511;...;202,30069000000003
2691,88511;2692,56498;[((risos));0,6798699999999371
2692,56498;2754,34643;...;61,78144999999995
2756,16399;2756,62516;...;0,46117000000003827
2756,62516;2758,89996;em tevê tem melhorado [bastante;2,274800000000141
2758,89996;2765,5529;...;6,652939999999944
2765,5529;2766,64867;[em que [sentido?;1,0957699999999022
2766,64867;2965,04443;...;198,39575999999988
2968,42306;2969,03798;...;0,6149199999999837
2969,03798;2970,44856;( );1,4105799999997544
2970,44856;3125,16856;...;154,72000000000025
3125,16856;3125,63639;[( );0,46783000000004904
3125,63639;3126,09454;[((risos));0,45814999999993233
3126,09454;3206,70816;...;80,61362000000008
3206,70816;3207,06;((risos));0,35183999999981097
3207,06;3214,72237;...;7,66237000000001
3215,84871;3216,18658;((risos));0,3378699999998389
3220,95303;3223,15848;...;2,205449999999928
3225,77033;3305,77249;...;80,00216
3305,77249;3308,01306;e a dona Isa também [(concorda?);2,240570000000389
3308,01306;3310,92;...;2,9069399999998495
0,0;4,70344;...;4,70344
15,68396;16,37625;...;0,6922899999999981
24,30865;25,0943;...;0,7856500000000004
25,0943;34,46739;e que eu ia... esnoBAR ((risos)) --agora vamos usar um termo... que eu uso bastante e que todo mundo usa muito-- eu iria esnobar a televisão;9,373090000000001
34,46739;35,09872;...;0,6313299999999984
38,07299;38,54796;...;0,4749700000000061
43,65138;44,63312;...;0,981739999999995
50,15383;50,51083;...;0,3569999999999993
59,00302;59,84722;...;0,8442000000000007
78,56349;79,24;...;0,6765099999999933
84,39297;96,20602;...;11,81304999999999
96,20602;97,19897;[vinte e [cinco anos né?;0,9929500000000075
97,19897;115,72;...;18,521029999999996
115,72;116,40825;[sibilados;0,6882499999999965
116,40825;132,21918;...;15,810929999999999
132,56003;142,53542;...;9,975389999999976
142,53542;142,82183;[é;0,2864100000000178
142,82183;143,56438;...;0,7425499999999943
143,56438;143,96902;[no programa dele;0,40464000000000055
143,96902;144,55621;...;0,5871899999999926
144,79246;150,35897;...;5,566509999999994
150,35897;151,04288;[dos erres é;0,6839099999999974
151,04288;160,48739;...;9,444510000000008
160,48739;161,15936;[exata;0,6719699999999875
161,15936;167,02017;...;5,860810000000015
167,02017;167,77468;[dos cariocas;0,754509999999982
167,77468;169,52;...;1,7453200000000209
169,52;187,00412;é e agora como o que domina o mercado é a Globo... e os estúdios da Globo... estão... no no Rio... isto faz com que... até os paulistas que vão para o Rio os artistas paulistas que [estão lá... eles começam a adoTAR... para não ficar diferente;17,48411999999999
187,00412;187,47481;...;0,4706899999999905
211,22737;211,55004;...;0,322669999999988
218,11955;218,43927;...;0,31971999999998957
222,40288;222,88;...;0,4771199999999851
226,46675;226,83021;...;0,36346000000000345
230,95411;231,43375;...;0,4796400000000176
231,43375;251,76562;Gabriela... a::h jornais baianos::... não é?... éh... fizeram... editoriais... a respeito de Gabriela... indignados porque... é é que aquela baiaNIce que se falava... lá não era [absolutamente... a maneira... como o baiano falava;20,33187000000001
251,76562;252,26116;...;0,495539999999977
257,73807;258,06822;...;0,3301500000000033
259,91056;260,2815;...;0,3709400000000187
272,90905;273,51611;...;0,6070600000000468
279,15386;279,49354;...;0,3396799999999871
285,24188;285,78279;...;0,5409099999999967
285,78279;290,64;que Maria Fernanda tem todos aqueles cacoetes de [linguagem... [de uma carioca;4,857210000000009
290,64;290,83331;[é;0,19330999999999676
290,83331;291,44417;...;0,6108600000000024
291,44417;292,44063;[e é uma grande atriz;0,9964600000000132
292,44063;292,72;...;0,27937000000002854
325,61257;325,91958;...;0,3070099999999911
330,05052;330,76;...;0,709479999999985
333,20189;333,48;...;0,2781100000000265
339,9053;340,33853;...;0,43322999999998046
343,84;344,07234;...;0,23234000000002197
349,53047;357,10531;...;7,574839999999995
357,10531;357,77169;[comoção;0,6663800000000037
357,77169;364,38762;...;6,6159300000000485
364,38762;366,01833;uns não [entendem os outros;1,630709999999965
366,01833;366,72;...;0,7016700000000355
366,72;369,61601;[pois é mas eles são muito [definidos ô ô Isa;2,8960099999999898
369,61601;382,32115;eles são muito definidos e isso faz com que no palco por exemplo... uma pessoa de Marselha... um:: um habitante de Marselha... ou um artista que faz o marselhês... então [eles;12,705139999999972
382,32115;382,76;...;0,4388500000000022
389,16655;389,98861;...;0,8220600000000218
389,98861;409,10056;ao passo que aqui no Brasil... éh éh não há um:: nada conceitual --vamos dizer--... a respeito... hã do:: da Fonética não é?... e:: e não havendo uma codificação éh éh um uma nada normativo... [ah fica ao sabor:: do do [popular [não é?;19,11194999999998
409,10056;415,43882;...;6,338260000000048
415,43882;416,14036;é e [hoje;0,7015399999999659
416,14036;417,53265;...;1,3922900000000027
417,53265;417,7625;[é;0,229849999999999
417,7625;419,00356;...;1,2410600000000045
419,00356;419,5403;[viu?;0,5367400000000089
419,5403;419,78291;...;0,24261000000001332
419,78291;426,76644;[mas é por isso que eu digo que a a às vezes a gente diz ''bom esses artistas deviam de cursar... ah a escola de arte dramática'';6,983529999999973
426,76644;426,86961;...;0,10317000000003418
426,86961;431,80144;a maioria dos bons artistas que nós temos hoje na televisão cursou escola de [arte dramática... [sobretudo aqui de São Paulo;4,931829999999991
431,80144;432,52104;...;0,719600000000014
432,52104;435,46149;[e... e isso e:: todavia falam:: MUI::to;2,9404499999999985
437,52;438,76;e ela [é de Mato Grosso;1,240000000000009
440,56611;440,87348;...;0,3073699999999917
440,87348;443,36542;[ela veio para São Paulo fazer a ê á dê aqui;2,4919399999999996
443,36542;443,96;...;0,5945800000000077
445,03159;445,35604;...;0,324450000000013
449,24092;449,45437;...;0,21344999999996617
449,93462;450,1545;...;0,2198799999999892
450,1545;453,0;é uma pronúncia absolutamente caipira... [do interior do [Estado;2,8455000000000155
453,81008;455,00543;...;1,1953499999999622
456,45692;456,57645;...;0,11952999999999747
463,30743;463,67447;...;0,3670399999999745
469,01992;469,24;...;0,22007999999999583
471,65751;471,88596;...;0,22845000000000937
472,5922;473,2855;...;0,693300000000022
478,8876;479,472;...;0,5843999999999596
486,11334;486,65501;...;0,5416700000000105
488,40611;488,72977;...;0,3236599999999612
491,21904;491,57519;...;0,35615000000001373
495,4829;495,735;...;0,2521000000000413
517,58412;520,60047;...;3,0163499999999885
520,60047;521,68763;[como você não vai;1,0871600000000399
521,68763;531,78951;...;10,101879999999937
531,78951;532,51991;[mas olha;0,7304000000000315
532,51991;533,45186;...;0,9319500000000289
533,45186;535,12477;bom isso [também mas isso já;1,6729100000000017
535,12477;538,80543;...;3,680659999999989
538,80543;541,28;[é mas isso tam/ isso eu acho realmente muito [ruim;2,4745699999999715
541,28;541,50471;...;0,2247100000000728
541,50471;542,62212;[mas quando você vê;1,1174099999999498
542,62212;546,84615;...;4,224029999999971
547,28637;550,58972;...;3,303350000000023
550,58972;552,12654;é pró/ [propri braziliani;1,5368199999999206
552,12654;555,06003;...;2,933490000000006
555,06003;556,05035;[eles [imprimirem a;0,990319999999997
556,05035;557,98481;...;1,9344600000000582
558,12;558,75457;[mas;0,6345699999999397
558,75457;562,6;...;3,8454300000000785
586,45257;587,19722;...;0,7446499999999787
587,19722;588,73856;Madame ( );1,541339999999991
588,73856;589,07565;...;0,33708999999998923
594,62869;595,60495;...;0,9762600000000248
601,29052;602,29575;...;1,0052299999999832
606,40228;606,52024;...;0,11795999999992546
639,40697;640,16071;...;0,7537399999999934
648,19643;648,34973;...;0,1533000000000584
657,13016;657,67388;...;0,5437200000000075
666,23083;667,04278;...;0,8119500000000244
671,09515;671,69075;...;0,5955999999999904
673,32139;673,70656;...;0,38517000000001644
684,73668;688,09213;já em completamente em desuso... [não é?;3,355450000000019
688,09213;699,90107;...;11,808940000000007
700,29724;701,12234;...;0,8251000000000204
701,12234;707,87956;[tem muita coisa... de mistura com a linGUA::gem do caboclo que aliás é uma linguagem... [originalíssima e inteligente;6,757219999999961
707,87956;708,27744;...;0,39787999999998647
708,27744;709,60521;é [emprego do vós;1,3277700000001005
709,60521;709,95031;...;0,3450999999998885
710,25447;726,64008;...;16,385610000000042
726,64008;729,51249;[comei? [((risos));2,8724099999999453
729,51249;736,49824;...;6,985750000000053
736,49824;748,484;não e [num... é engraçado e no meio [assim do POvo... em São Paulo eu me lembro quando eu era... moci::nha eu tive uma empreGAda... éh que ela atendia o telefone e dizia... ''aqui é a casa de madame Helena'';11,985760000000028
748,484;749,42181;...;0,9378100000000131
786,34685;786,7707;...;0,4238500000000158
786,7707;788,54018;''eu acho muito desagradável ( ) você me chame dona Helena;1,7694799999999304
789,58718;790,11625;...;0,529070000000047
798,22567;798,367;...;0,14132999999992535
798,367;799,44114;mas eu achei [( );1,0741400000000567
799,44114;800,48197;...;1,0408300000000281
800,67277;804,34544;[madamia ((risos));3,672670000000039
804,34544;810,66008;...;6,31463999999994
823,44794;824,18446;...;0,7365199999999277
841,42161;842,59048;...;1,1688699999999699
848,54592;849,51049;...;0,9645699999999806
858,66232;859,24;...;0,5776799999999866
862,51357;863,13148;...;0,6179100000000517
873,08531;873,38918;...;0,3038699999999608
873,38918;889,22006;há pouco tempo uma amiga minha esteve em Paris e [disse... [que há... (mas não) dois canais em Paris num horário que nós chamamos nobre... num... o Ministro da Educação (e) da Cultura fazia... uma:: conferência... sobre Teilhard de Chardin;15,83087999999998
889,22006;889,81635;...;0,5962900000000673
895,82729;896,39512;...;0,5678300000000718
904,02376;904,47254;...;0,44877999999994245
915,96335;916,6559;...;0,6925499999999829
919,87831;920,11187;...;0,23355999999989763
923,04991;923,52215;...;0,47224000000005617
923,52215;925,90977;e não temos boas orquestras também ( );2,38761999999997
928,31388;928,96;...;0,6461199999999963
935,18079;935,65221;...;0,4714199999999664
936,97255;937,19992;...;0,22737000000006446
942,96339;943,33726;...;0,3738700000000108
945,24733;951,84886;...;6,6015299999999115
952,08984;953,22035;...;1,130510000000072
953,22035;953,80455;[profissional;0,5841999999998961
953,80455;961,90688;...;8,102330000000052
962,08944;965,91924;...;3,8297999999999774
965,91924;967,26402;[não sabiam nada [não é?;1,3447800000000143
967,26402;973,55677;...;6,292750000000069
973,55677;974,82328;[( );1,2665099999999256
974,82328;980,4524;...;5,629120000000057
980,4524;980,96441;[é;0,512010000000032
980,96441;981,57792;...;0,6135099999999056
981,57792;985,59717;[na Globo eles têm aquele [( );4,019250000000056
994,23636;994,93203;...;0,6956700000000637
994,93203;995,98318;[me esqueci agora o nome dela;1,0511499999998932
995,98318;996,47861;...;0,49543000000005577
996,47861;997,83218;[que é:: da::;1,3535699999999906
997,83218;999,86;...;2,0278200000000197
1004,4;1004,88;...;0,4800000000000182
1008,76283;1011,98977;...;3,2269400000000132
1011,98977;1025,94146;[acho e acho --agora então bato numa tecla que eu sempre bati-- acho que a televisão brasileira... irá encontrar do ponto de vista ficcioNAL... irá encontrar o seu caminho... é através da tão malfadada TElenovela;13,951689999999985
1025,94146;1026,54187;...;0,6004100000000108
1044,71073;1045,10544;...;0,39471000000003187
1050,57946;1050,81114;...;0,2316800000000967
1055,73827;1057,21408;que são ( ) que nós vimos;1,4758099999999104
1057,21408;1057,56;...;0,34591999999997824
1061,86596;1062,13034;...;0,2643799999998464
1064,68185;1065,15075;...;0,46890000000007603
1066,9016;1067,48;...;0,5784000000001015
1072,82963;1073,67279;...;0,8431600000001254
1084,8371;1091,97713;...;7,140030000000024
1091,97713;1094,68114;[(pois é que aceita) as faixas que aceitam [uma novela;2,7040099999999256
1094,68114;1101,2;...;6,5188600000001315
1101,44;1109,91839;...;8,47838999999999
1110,13271;1110,86655;...;0,7338399999998728
1110,86655;1112,08712;em [Florianópolis ou não?;1,2205699999999524
1112,08712;1113,17505;...;1,0879300000001422
1113,17505;1113,80406;[em Florianópolis;0,6290099999998802
1113,80406;1147,28683;...;33,48277000000007
1147,28683;1150,27465;[((risos));2,987820000000056
1150,27465;1154,83883;...;4,564179999999851
1154,83883;1155,86021;[((risos));1,0213800000001356
1155,86021;1156,5203;...;0,6600899999998546
1156,5203;1157,4;[mas você [veja;0,8797000000001844
1157,4;1158,39856;...;0,9985599999999977
1158,39856;1158,82148;[(hã);0,4229199999999764
1158,82148;1164,76;...;5,938519999999926
1164,76;1165,44;[e você vai (diz/);0,6800000000000637
1165,44;1171,1706;...;5,730599999999868
1171,1706;1172,29597;[se a Maria morreu ou não;1,1253699999999753
1172,29597;1173,664;...;1,3680300000000898
1173,664;1195,11332;mas você sabe que a... eu me lembro quando... o:: o chanceler Gibson Barbosa era nosso... Ministro das Relações Exteriores não é?... --éh eu estive com ele em Brasília--... então se dizia lá que ele... ah:: na na hora em que ia para o ar O Bem Amado ele se trancava no:: [gabinete dele... e dizia que ele tinha despachos urgentes;21,449319999999943
1195,11332;1195,65526;...;0,5419400000000678
1196,95215;1197,20444;...;0,25228999999990265
1201,72;1202,3939;...;0,6739000000000033
1235,82913;1236,28552;...;0,45638999999982843
1241,35756;1241,48;...;0,12244000000009692
1244,69265;1245,28;...;0,5873500000000149
1253,47326;1253,96271;...;0,48945000000003347
1259,79542;1260,22231;...;0,42689000000018495
1262,15771;1262,33839;...;0,18067999999993845
1266,57244;1266,942;...;0,36956000000009226
1266,942;1278,24226;então eu me pergunto eu não sei se vocês estão lembradas daquele jargão do Odorico Paraguaçu... que falava ''apenas mente''... éh::... ''a moribundice dele a mori/'' ((risos));11,30025999999998
1282,56413;1282,82;...;0,25586999999995896
1286,14481;1287,96212;...;1,8173099999999067
1287,96212;1289,0711;[( );1,108979999999974
1289,0711;1294,49934;...;5,428240000000187
1294,49934;1296,48171;[mas nós [recebíamos mais do que dávamos... não é?;1,9823699999999462
1296,48171;1305,52;...;9,03828999999996
1305,52;1306,56448;é de um [argentino?;1,0444800000000214
1306,56448;1310,64;...;4,075520000000097
1311,09432;1311,76;...;0,6656800000000658
1312,08;1320,75737;...;8,67737000000011
1324,38521;1325,61057;globalmente [não é?;1,225360000000137
1325,61057;1325,82754;...;0,2169699999999466
1327,32746;1327,72451;...;0,39705000000003565
1340,2;1340,9377;...;0,7376999999999043
1340,9377;1348,33646;e por sinal que é muito engraçado porque o México comprou uma daquelas novelas que teria cento e cinquenta capítulos mas pediu para aumentar para duzentos [((risos));7,398760000000038
1348,33646;1350,67204;...;2,3355799999999363
1382,48265;1382,76064;...;0,27799000000004526
1382,76064;1391,92035;então... ah:: Gabriela eu acho ( ) também... parece que já está sendo negociada... como foi O Bem Amado... éh isso eu acho muito bom;9,159710000000132
1391,92035;1400,80408;...;8,883730000000014
1401,12148;1401,3357;...;0,21422000000006847
1402,57986;1411,92413;...;9,344270000000051
1411,92413;1412,58132;[adequado;0,6571899999999005
1412,58132;1417,11662;...;4,5353000000000065
1417,11662;1417,75631;é [( );0,6396899999999732
1417,75631;1418,87248;...;1,116170000000011
1418,87248;1419,10979;[é;0,23730999999997948
1419,10979;1419,52493;...;0,4151400000000649
1429,51992;1441,63587;...;12,115950000000112
1441,63587;1450,44083;é e não o que [eu disse é o seguinte é é a tal coisa a televisão hã:: ao mesmo tempo que proporciona às vezes... surpresas ruins às vezes proporciona Ótimas não é?;8,804959999999937
1450,44083;1450,73335;...;0,2925199999999677
1454,0626;1455,15181;...;1,0892100000000937
1461,52125;1461,75145;...;0,23019999999996799
1465,5734;1465,93602;...;0,3626200000001063
1503,80312;1504,42359;...;0,6204700000000685
1509,58774;1509,94501;...;0,35726999999997133
1517,19927;1517,47091;...;0,27163999999993393
1523,50834;1526,22661;do::... [daquele menino do::;2,7182699999998476
1528,26308;1529,11446;...;0,8513800000000629
1529,11446;1530,18648;Edu [Lobo não é?;1,072020000000066
1530,80679;1531,16351;...;0,3567199999999957
1532,76856;1535,74637;...;2,9778100000000904
1535,74637;1537,61951;( ) [eu não estou bem lembrada;1,8731399999999212
1537,61951;1538,10114;...;0,48162999999999556
1538,10114;1538,7116;Chico [Buarque;0,6104600000001028
1538,7116;1542,9732;...;4,261599999999817
1542,9732;1543,36273;[((risos));0,3895300000001498
1543,36273;1546,86704;...;3,5043100000000322
1546,86704;1547,28125;[hã;0,4142099999999118
1547,28125;1555,2199;...;7,938650000000052
1555,2199;1555,85995;[o [Ponteio;0,6400499999999738
1555,85995;1556,95772;...;1,0977700000000823
1556,95772;1558,52;[( ) música maravilhosa;1,5622799999998733
1558,52;1559,6;...;1,0799999999999272
1559,6;1560,90902;pois é [mas aí não há;1,309020000000146
1560,90902;1563,01857;...;2,1095499999998992
1578,52;1579,12343;...;0,6034300000001167
1597,71758;1598,2279;...;0,5103200000000925
1600,2232;1600,7951;...;0,5719000000001415
1608,92304;1609,20203;...;0,2789900000000216
1610,74962;1611,50787;...;0,7582499999998618
1615,00806;1620,63535;...;5,62729000000013
1620,63535;1621,39081;(que) [acho que não;0,7554600000000846
1621,39081;1623,31121;...;1,9203999999999724
1623,31121;1624,85319;[é mas eu acho [que não Isa;1,5419799999999668
1624,85319;1625,12;...;0,26680999999985033
1628,38912;1628,56765;...;0,1785299999999097
1628,56765;1630,68665;e ela é Medalha de [Medalha com ele agá;2,119000000000142
1630,68665;1631,96358;...;1,276929999999993
1632,3853;1633,00215;...;0,6168500000001131
1633,63788;1634,36681;...;0,7289299999999912
1637,56921;1638,61403;...;1,044819999999845
1638,61403;1643,01081;hã:: ela seria Medalha [com ele agá... [e ele é MeDA-glia;4,396780000000035
1643,01081;1647,11503;...;4,104219999999941
1647,61381;1648,1536;...;0,5397900000000391
1651,44;1652,4;[( );0,9600000000000364
1652,4;1652,78985;...;0,38984999999979664
1653,39925;1659,88682;...;6,487570000000005
1659,88682;1660,81612;[o cinema nacional?;0,929300000000012
1660,81612;1663,31081;...;2,4946899999999914
1667,06284;1667,68202;...;0,6191799999999148
1676,00998;1677,03534;...;1,0253599999998642
1702,59631;1702,97694;...;0,38063000000011016
1706,55208;1707,05162;...;0,4995400000000245
1709,92615;1710,47494;...;0,5487900000000536
1711,45707;1711,93629;...;0,4792200000001685
1711,93629;1715,96;então são dois filmes... foram acho que foram os [dois únicos filmes ( );4,023709999999937
1715,96;1716,61021;...;0,6502100000000155
1716,61021;1718,6;agora [vamos ver se vai sair A Muralha né?;1,9897899999998572
1718,6;1718,91268;...;0,3126800000000003
1719,35976;1720,86079;está há [tanto tempo prometida;1,5010299999999006
1720,86079;1724,12;...;3,259209999999939
1724,12;1728,51221;[mas agora estão dizendo que estão passando aí um filme muito bom O Predileto não é?;4,392210000000205
1728,51221;1728,73481;...;0,22259999999982938
1729,52;1730,0;...;0,4800000000000182
1730,0;1732,4665;[diz que é um filme também nesta linha brasileira;2,4664999999999964
1732,4665;1732,91331;...;0,446809999999914
1732,91331;1740,96422;até achei graça uma amiga minha disse ''eu gostei muito do filme... porque ele tem sobretudo... uma cafonice bem [brasileira;8,050910000000158
1740,96422;1741,34908;...;0,3848599999998896
1743,47161;1743,89679;...;0,4251799999999548
1754,55215;1755,51683;...;0,964680000000044
1775,59527;1776,33458;...;0,7393099999999322
1786,26467;1787,41983;...;1,1551600000000235
1790,76366;1791,34984;...;0,586180000000013
1793,06142;1798,96374;mas o que se pode dizer... da pornochanchada aqui se ela impera na França se ela impera [no mundo todo?;5,902319999999918
1798,96374;1801,3646;...;2,4008600000001934
1801,64402;1801,90315;...;0,2591300000001411
1801,90315;1804,7564;mas esse já é antigo e foi uma [coprodução (não é?);2,853249999999889
1804,7564;1805,88937;...;1,132970000000114
1807,36;1807,99886;...;0,6388600000000224
1807,99886;1809,62337;[agora você vê:: a gente ima/;1,6245100000001003
1811,44;1812,04589;...;0,6058900000000449
1812,04589;1816,0825;[com::... [com o Camus... que seria até um parente do Albert Camus não é?;4,036609999999882
1819,95483;1820,58425;...;0,6294200000002093
1822,72398;1823,19683;...;0,4728500000001077
1839,60046;1841,30221;...;1,7017499999999472
1843,28137;1846,76338;...;3,482010000000173
1847,16;1849,09127;...;1,931269999999813
1882,56775;1883,96;...;1,3922500000001037
1883,96;1884,48231;[pois é;0,5223100000000613
1891,24455;1891,56653;...;0,3219800000001669
1894,3769;1894,73982;...;0,362920000000031
1897,30145;1897,88291;...;0,5814600000001064
1903,5667;1903,79244;...;0,22573999999985972
1918,59552;1918,94342;...;0,34789999999998145
1930,75781;1931,56934;...;0,8115299999999479
1939,2781;1939,42825;...;0,1501499999999396
1942,92071;1943,97201;...;1,0512999999998556
1950,66231;1951,12103;...;0,45872000000008484
1957,80041;1958,06911;...;0,2686999999998534
1961,71944;1962,59877;...;0,8793299999999817
1968,01681;1968,4764;...;0,45958999999993466
1985,23233;1985,55957;...;0,327239999999847
1994,19772;1995,07283;...;0,875110000000177
2006,92282;2008,68269;...;1,7598700000000917
2008,68269;2016,74035;mas como aquilo tudo vinha hum:: de uma espécie de curiosidade a curiosidade parece que foi saciada... [aquilo foi uma coprodução;8,057659999999942
2016,74035;2019,2153;...;2,4749500000000353
2019,65471;2019,89186;...;0,2371499999999287
2020,34842;2021,04;[(não foi esse);0,6915799999999308
2021,04;2021,62163;...;0,581630000000132
2021,62163;2022,61102;foi [o roteiro;0,9893899999999576
2022,61102;2035,68078;...;13,06975999999986
2035,68078;2036,78064;[da Porta-Estandarte;1,0998600000000351
2036,78064;2038,40909;...;1,6284500000001572
2038,40909;2039,24;[(é mas não não);0,8309099999999034
2039,24;2039,38137;...;0,14137000000005173
2040,43284;2041,05757;esse eu [não vi;0,6247299999999996
2041,05757;2041,81251;...;0,7549400000000333
2042,37052;2042,64;...;0,2694800000001578
2044,05991;2046,13708;Or/ Orfeu do Carnaval [foi feito;2,0771700000000237
2046,13708;2047,326;...;1,1889200000000528
2047,326;2050,65812;[o o quem fez o [roteiro foi... [(foi) o Camus... [não é?;3,3321200000000317
2050,65812;2053,04609;que era um:: parente do [Albert Camus;2,3879699999997683
2053,04609;2053,49605;...;0,44996000000037384
2058,39181;2058,63187;...;0,24006000000008498
2059,98175;2061,23098;...;1,2492299999998977
2062,77629;2063,68594;...;0,909650000000056
2085,56;2097,54775;...;11,987750000000233
2097,54775;2098,96083;ah mas [é... [((risos));1,413079999999809
2098,96083;2100,2575;...;1,2966700000001765
2100,2575;2100,54876;[hã;0,29125999999996566
2100,54876;2103,60165;...;3,052889999999934
2103,60165;2105,01104;[( ) bem feito;1,409389999999803
2105,01104;2105,10242;...;0,09138000000029933
2105,10242;2107,40983;[( ) paisagens maravilhosas;2,3074099999998907
2107,40983;2109,6005;...;2,1906699999999546
2126,07202;2126,30828;...;0,23626000000012937
2126,30828;2129,83038;agora tão voltando parece com a ópera rock também [(que ela vem aí);3,522099999999682
2129,83038;2130,5305;...;0,7001199999999699
2130,5305;2130,82827;[é;0,29777000000012777
2130,82827;2131,99914;...;1,1708699999999226
2132,30323;2132,77323;...;0,4699999999997999
2142,8959;2143,22982;...;0,33392000000003463
2143,94419;2154,98749;...;11,043299999999817
2165,39687;2165,67584;...;0,27896999999984473
2170,55969;2171,05701;...;0,49731999999994514
2216,99798;2218,23894;...;1,2409600000000864
2234,19033;2234,78188;...;0,5915500000000975
2246,34967;2246,94594;...;0,5962700000000041
2246,94594;2247,88795;com a Bibi [Ferreira;0,9420099999997547
2247,88795;2248,73213;...;0,8441800000000512
2248,73213;2249,0616;[e;0,3294700000001285
2249,0616;2250,99169;...;1,9300899999998364
2252,20558;2252,978;esse eu [não vi;0,7724200000002384
2252,978;2254,65722;( ) me [disseram que foi muito [bom;1,6792199999999866
2254,65722;2255,52049;...;0,8632699999998295
2256,43273;2256,9957;...;0,5629699999999502
2273,42773;2275,57926;...;2,1515300000000934
2289,92185;2291,07652;...;1,1546699999998964
2300,52;2301,63973;...;1,1197299999998904
2391,70899;2392,20136;...;0,49236999999993714
2396,16931;2396,6775;...;0,5081899999995585
2399,24936;2399,6926;...;0,4432400000000598
2401,6391;2402,33853;...;0,6994300000001203
2409,51436;2409,83212;...;0,31775999999990745
2411,17056;2411,87271;...;0,7021500000000742
2419,41196;2419,85839;...;0,4464299999999639
2423,45546;2424,40867;...;0,9532099999996717
2429,29181;2429,80028;...;0,5084699999997611
2429,80028;2437,42062;engraçado a gente notar que no nosso teatro... a mulher parece que está tomando [um lugar bem positivo não?;7,620339999999942
2437,42062;2438,52672;...;1,1060999999999694
2442,62229;2443,57156;...;0,9492700000000696
2447,48931;2448,55435;...;1,0650399999999536
2448,55435;2450,31844;não tenho [( );1,7640900000001238
2450,31844;2454,13935;...;3,8209099999999125
2454,13935;2454,70658;[é::;0,5672300000001087
2454,70658;2456,97513;...;2,2685499999997774
